"","x"
"attributed",2.25162916738782
"attributes",1
"attribution",0
"aubel",0
"auction",1.4594316186373
"audio",0.921928094887362
"audit",4.51465766115305
"audited",3.791097249032
"auditing",1.92192809488736
"auditor",2.84535093662244
"auditors",2.66353275480425
"audits",3.24022392894185
"aug",0
"auger",0
"augmented",0
"august",3.65183618151553
"aurora",0
"austin",0
"australia",1.87996494872711
"australian",0
"austria",0
"authentec",0
"authentic",0
"authenticate",0
"authenticated",1.37095059445467
"authentication",1.58496250072116
"author",0
"authored",0
"authorisation",0.91829583405449
"authorisations",0
"authorise",0.91829583405449
"authorised",1.43843233544151
"authorises",0
"authoritative",0
"authorities",4.46134466561677
"authorities”",0
"authority",4.90886772923441
"authority”",0.811278124459133
"authorization",4.58038420581973
"authorizations",3.63869298374809
"authorize",4.62170931337281
"authorized",5.32316187702688
"authorizes",3.26612676701987
"authorizing",3.23685730342207
"authors",1
"authorship",2.84643934467102
"auto",1
"automated",0.985228136034252
"automatic",2.75248768916895
"automatically",3.71274985993236
"automobile",2.12808527889139
"automotive",1.37095059445467
"autozone",0
"auxiliary",0
"avail",0
"availability",3.36974561907428
"available",5.0988826003855
"availed",0
"availing",1.58496250072116
"ave",1.52192809488736
"avenue",3.51703329210916
"average",3.73147383773703
"averaged",0
"aversely",0
"aviation",0
"avila",0
"aviv",0
"avoid",3.36966170344722
"avoidance",3.43396412592988
"avoided",2.97355726227519
"avoiding",0
"avoirdupois",0
"await",0
"award",3.66999171401831
"award”",0
"awardable",0
"awarded",2.86441573663633
"awarding",1
"awards",1.98997361062613
"aware",3.70518974435243
"awareness",1.5
"away",1.40563906222957
"awning",0
"awnings",2.32192809488736
"axles",0
"baa",1
"back",3.68872187554087
"backed",1
"background",0
"backs",0
"backup",1.81127812445913
"bacterial",0
"bad",3.64643934467102
"bagel",0
"bagels",0
"bahamas",0
"baidu",0
"bailee",1.29499507471547
"bailees",0
"baker",0
"bakery",0
"balance",4.52195388594233
"balanced",0
"balances",2.20246696272362
"balancing",0.811278124459133
"ballast",0
"ballasts",1.92192809488736
"balloon",0
"ballot",0
"baml",0
"banc",1.45914791702724
"band",0
"bandwidth",0
"bank",3.05554038374633
"bank’s",0
"bank”",0
"banker",2.41938194564637
"banker’s",0
"bankers",2.78989809546429
"bankers’",0
"banking",3.49268050191626
"bankrupt",2.52164063634332
"bankruptcy",4.26307643759321
"banks",2.65116973660691
"banned",0
"banner",0
"banners",0
"baofang",0
"bar",2.32192809488736
"barbara",0
"barber",1
"barbering",0
"barbiturates",0
"barden",0
"bare",0
"bargain",1.92192809488736
"bargaining",2.65150264087287
"barge",0
"barges",0
"barker",0
"barred",0
"barrett",0
"barring",0
"barry",0
"bartlett",1.58496250072116
"barton",0
"base",3.74858925349194
"based",4.99033803240683
"basel",1.14883485428092
"baseline",0
"basement",1
"bases",0
"basic",2.78742248978851
"basin",0.503258334775646
"basis",4.97258472531611
"basket",0
"batch",0
"bates",0
"bathroom",0.970950594454669
"bathrooms",0.811278124459133
"batterson",0
"battery",0
"bauer",0
"baxter",0
"bay",1
"bayberry",0
"baylor",0
"bayview",0
"bbb",1.58496250072116
"bct",0
"beach",0
"beaches",0
"beacon",0
"beams",1
"bear",4.58142958526501
"bearing",3.68872187554087
"bears",3.84313906222957
"beating",0
"beauty",0
"became",3.38158048830916
"become",4.78345899349676
"becomes",4.57335484287811
"becoming",3.21287868934203
"begin",2.71077708441507
"beginning",3.24402883063399
"begins",2.72192809488736
"begun",2.92323142879762
"behalf",4.91785489251003
"behavior",1
"behind",2.25162916738782
"beijing",2.91621453628589
"belief",0.987376672048918
"beliefs",0
"believe",2.9398290174664
"believed",2.39624062518029
"believes",4.11852017707219
"believing",0
"belk",0
"bell",0
"bellevue",0
"belly",0
"belong",2
"belonging",2.72548055699787
"belongings",0
"belongs",0
"below",0
"belt",1
"belts",0
"ben",1.17667966751071
"benches",0
"benchmark",1
"benchmarks",0
"bender",0
"beneath",0
"beneficial",3.59795038379158
"beneficially",2.98060204343095
"beneficiaries",3.88431849099285
"beneficiary",2.95458433085354
"benefit",4.95978563727711
"benefited",0.91829583405449
"benefiting",0
"benefits",3.88793741630549
"bensky",0
"bentley",0
"bep",0.811278124459133
"bequeath",0
"bereavement",0.503258334775646
"berg",0
"berger",0
"bergschneider",0
"bergschneiger",0
"berkeley",0
"berlin",0
"bernalillo",0
"bernd",0
"bernie",0
"bernstein",0
"berth",0
"best",4.52851905617387
"best’s",0
"better",2.72548055699787
"betweenshutterstock",0
"beverage",0
"beverages",1.92192809488736
"bexcept",0
"beyond",4.63386675878701
"bialosky",0
"bias",0
"bicknell",0
"bicycles",1
"bid",2.46288426925672
"bidder",0.503258334775646
"bidders",0.439496986921513
"bidding",1.06127812445913
"bids",2.54643934467102
"biennial",0
"big",1.58496250072116
"bildner",0
"bill",2.86032077783304
"billed",2.52164063634332
"billing",3.12192809488736
"billings",0.91829583405449
"billion",0
"bills",2.5
"bin",1
"bind",3.56473517872551
"binder",1.37095059445467
"binders",0
"binding",5.47358195808496
"binds",2.58496250072116
"bing",0
"biographical",0
"biohazardous",0
"biological",1
"biomedical",0
"biopharmaceutical",0
"bioscience",0.503258334775646
"biphenyls",2.75
"birds",2
"birmingham",0
"birth",1
"birthday",0
"birthdays",0
"biscayne",0
"bischof",0
"bismarck",0
"bituminous",0
"bixby",0
"biz",0
"bjorn",0
"blade",0.91829583405449
"blades",0
"blan",0
"blank",3.47882594712288
"blanket",1.72957395851362
"blanks",0
"bldg",0.91829583405449
"blended",0
"blending",0
"blinds",2.15563906222957
"block",1.48547529722733
"blockade",0
"blocked",0.91829583405449
"blocks",0
"blog",0
"blood",0
"bloomberg",1.5
"bloomquist",0
"blue",3.35353394857748
"blueprints",1.58496250072116
"blvd",2.23592635062903
"bmi",0
"bnsf",0
"board",4.41387010410609
"boards",1.58496250072116
"bodega",0
"bodies",2.8073549220576
"bodily",2.67095059445467
"body",4.3995593197925
"bofa",0
"boiler",1.66449777920046
"boilerplate",0
"boilers",0
"bol",0
"bolt",0
"bolted",0
"bolts",1.58496250072116
"boma",1
"bomb",0
"bombing",0
"bona",3.78016070412001
"bond",2.69816640428734
"bonded",1.5
"bondholders",0
"bonding",0
"bonds",2.03960445524637
"bonds”",0
"bone",0
"bonney",0
"bonus",2.70386917543527
"bonuses",2.17397313460441
"book",2.49490082226616
"bookcases",0
"booking",1.5
"bookkeeping",0
"bookrunners",0
"books",4.31881816929675
"bootblacking",0
"booth",0
"boots",0
"borczynski",0
"boring",1
"borne",4.17807226866313
"borough",2.25
"borrow",1.5
"borrowed",3.51612676701987
"borrower",2.52575951447757
"borrower’s",1.31243080234794
"borrowers",1.45914791702724
"borrowing",1.80537687884528
"borrowing”",0
"borrowings",2.49807754662364
"boston",0.863120568566631
"bottles",1
"bought",0
"boulder",0
"boules",0
"boulevard",2.32208472761787
"bound",5.20514952616233
"boundaries",1
"bourns",0
"bowen",0
"bowes",0
"bowls",1.58496250072116
"box",2.37213795297012
"boxes",2.5
"boycotts",0
"brackets",0.816689088315021
"brad",0
"brady",0
"branch",1.69335218964787
"branches",1.5
"branching",0
"brand",1.72061664488189
"branded",1
"branding",0
"brands",1
"bratek",0
"braunstein",0
"bre",0
"breach",5.16052582199715
"breach”",0
"breached",3.77355726227519
"breaches",3.7357815441167
"breaching",1.77875882981438
"bread",0
"break",2.28901798981866
"breakage",3.08505510275648
"breakdown",2.94770277922009
"breakdowns",0
"breath",0
"breathalyzer",0
"breeding",0
"brenna",0
"breslow",0
"bretl",0
"brewing",1
"breyer",0.991076059838222
"brian",0.91829583405449
"bribe",0
"bribery",2.0403733936885
"bridal",0
"bridge",0
"brief",2.23592635062903
"briefs",0
"bright",0
"brightcove",0
"bring",3.97366068968819
"bringing",1.58496250072116
"brink",0
"brinley",0
"britannia",0
"british",1.23205356335536
"broad",3.45281953111478
"broadcast",0.91829583405449
"broadcasting",0
"broader",0.91829583405449
"broadest",0
"broadly",0
"broadway",0
"brochures",1.58496250072116
"broken",2.5
"broker",3.81212828367684
"broker’s",0
"brokerage",2.95946767557714
"brokers",3.73333018531304
"bronfin",0
"brook",0
"brooklyn",0
"brooks",0
"brookside",0
"broom",2.25162916738782
"brother",1.25162916738782
"brothers",0
"brought",4.62662070271057
"brown",1.37095059445467
"bruder",0
"brunelle",0
"bryan",0.591672778582327
"bryant",0
"bsg",0
"btu",0.503258334775646
"bucket",0
"buckeye",0
"budget",2.87665992348662
"budgeted",0
"budgeting",0
"budgets",0.721928094887362
"buffer",0
"bugs",0
"build",1.37095059445467
"builder",2.32192809488736
"builders",1
"building",3.18228605803525
"building’s",0
"buildings",2.87506392952964
"buildout",0
"built",2.41829583405449
"buisness",0
"bulb",1.58496250072116
"bulbs",1.91829583405449
"bulk",1.58496250072116
"bulletin",1.61718957259272
"bullion",0
"bump",0.91829583405449
"bumpers",0
"bundled",0
"burden",3.15563906222957
"burdens",1
"burdensome",2.5
"bureau",3.38158048830916
"bureaus",0
"buren",0
"burial",0
"burlington",0
"burma",0
"burned",0.91829583405449
"burning",0
"bursting",1
"burton",1
"bush",1.37095059445467
"business",4.98253014566354
"business’s",0
"business”",1.45914791702724
"businesses",3.59494675029724
"businesslicense",0
"butte",0
"butts",0
"buy",2.43706583151902
"buydown",0
"buyer",1.22511102102679
"buyers",0
"buying",1.37095059445467
"bvi",0
"bvt",0
"bylaw",0
"bylaws",2.49969814318441
"bysection",0
"cab",0
"cabinet",0
"cabinets",2.5
"cable",2.32192809488736
"cablecast",0
"cables",0.91829583405449
"cablevision",0
"cabling",2.11807820934971
"café",0
"cafeteria",1.58496250072116
"calabasas",0
"calamia",0
"calamity",1.5
"calculate",2.69866046040112
"calculated",4.6198699486566
"calculating",3.85589760504325
"calculation",3.71736494133633
"calculation”",0
"calculations",3.70896608269462
"calendar",4.5010369438005
"california",3.71179202682373
"californian",0
"call",2.8385668472673
"called",4.05288688466662
"calling",2
"calls",2.64643934467102
"calorific",0
"cam",0
"cambridge",1.41379956460568
"came",0.91829583405449
"camelback",0
"camera",0
"cameras",0
"campus",0
"can",4.76045121891054
"canada",2.5
"canadian",1
"canal",0
"canals",0
"cancel",3.24789811888884
"cancelable",1.58496250072116
"canceled",3.50689059560852
"canceling",0
"cancellation",3.95065107076196
"cancellations",0.91829583405449
"cancelled",2.78537008699536
"cancels",2.25162916738782
"cancer",0
"candidate",1
"candidates",0.970950594454669
"candles",0
"cannabinoids",0
"canoeriver",0
"canoles",0
"canopy",0
"canvas",1
"canvass",1.5
"canvassing",1
"cao",1
"cap",3.45482239994661
"capabilities",1.45914791702724
"capability",0
"capable",3.68418371977919
"capacities",2.58496250072116
"capacity",4.02210035259412
"capita",0
"capital",4.37719523871799
"capital”",0
"capitalised",0
"capitalization",3.08604861231304
"capitalized",3.89388784672989
"capitol",0
"cappillo",0
"capricious",0.91829583405449
"caps",1.5
"captain",0
"caption",1.84237099317711
"captioned",1
"captions",3.46132014021101
"captured",0
"car",1.45914791702724
"carbon",0
"card",2.104283927788
"cards",2.5218619553045
"care",4.00097282524597
"career",1
"careerbuilder",0
"careful",1
"carefully",2.12808527889139
"carelessness",1.5
"carey",1
"cargo",0
"carli",0
"carlos",0
"carlton",0
"carlyle",0
"carmony",0
"carolina",0
"carousel",0
"carpet",1.5
"carpeting",1.84237099317711
"carpets",1.37095059445467
"carried",3.10127094858686
"carrier",2.9798235094655
"carriers",2.50325833477565
"carriers’",1
"carries",1.5
"carroll",0
"carry",4.77201285710339
"carryalls",0
"carrying",3.96900162987599
"carrying”",0
"cars",0.811278124459133
"cartel",0
"cartmell",0
"carton",0
"carve",0
"cascades",0
"case",4.56137904959342
"cases",3.48836743955838
"cash",3.72671456311794
"cash”",0
"cashier’s",0
"cashing",0
"cashion",0
"cashless",0.371232326640876
"cashouts",0
"casino",0
"cast",0
"castings",0
"castle",0
"casual",0
"casualties",1.58496250072116
"casualty",3.34311372526593
"catalfamo",0
"catalog",0
"catalogs",1.5
"catalogues",0
"catalyst",0.985228136034252
"catalytic",0
"catastrophe",0
"catastrophes",0
"catastrophic",0
"categories",1.65002242164835
"categorized",1.5
"category",1.66883888985043
"catered",0
"catherine",1
"cattached",0
"caught",0
"cause",5.08507150668165
"caused",4.58251016569236
"causes",4.12812829836036
"causeway",0
"causing",3.6818808028034
"caustics",0
"caution",1
"cave",0
"cavell",0
"cayman",1.46048468131311
"cbm",0
"cbot",0
"cbre",0
"cca",0
"ccc",0
"ccf",0
"cci",0
"cctv",0
"cdbg",0
"cea",0
"cease",4.5642618561809
"ceased",1.35677964944704
"ceases",3.05342696721356
"ceasing",0.970950594454669
"cede",1
"ceiling",2.45914791702724
"ceilings",1.66449777920046
"cell",1.49064018256843
"cells",0.890491640219491
"cellular",0.91829583405449
"cent",0.816689088315021
"center",3.04762692871207
"centers",0
"central",3.62228442105366
"centralized",0
"centre",1.03740125404224
"cents",1.65774272650489
"century",0.468995593589281
"ceo",2.43490543356537
"cercla",0.811278124459133
"ceremonies",0
"certain",5.34215291943757
"certificate",4.1465841249199
"certificate”",0
"certificated",0
"certificates",4.431566366698
"certification",3.7259160889243
"certifications",2.66353275480425
"certified",4.9231331032513
"certifies",2.61677309227149
"certify",3.41829583405449
"certifying",3.69255844072196
"certiorari",0
"cessation",3.00160949705903
"cey",0
"cfc",0.954434002924965
"cfius",0
"cfo",1.85656476213095
"cfr",0.721928094887362
"cftc",0
"cgf",0
"cgl",0
"cgms",0
"chabot",0
"chad",0
"chain",0
"chains",0
"chair",0
"chairlady",0
"chairman",3.15563906222957
"chairs",1.37095059445467
"challenge",1.69618224571117
"challenged",1.58496250072116
"challenges",1.75
"challenging",2
"chamber",1.95021206491475
"chan",0
"chance",0
"change",4.95129295835362
"change”",0
"changed",4.52107688002637
"changes",4.52995200406635
"changing",2.58496250072116
"changning",0
"channels",0
"chapter",1.56151018873626
"character",3.86198351303561
"characteristics",2.41308843642576
"characterization",0
"characterized",0
"characters",0
"charge",4.61633475891764
"chargeable",1
"chargeback",0.91829583405449
"charged",4.09719306677175
"charges",4.44038901113989
"charges”",0
"charging",0
"chargor",0
"chargors",0
"charitable",1.58496250072116
"charles",2
"charlie",0
"charlotte",1.25162916738782
"chart",0
"charter",2.30827083453526
"charts",1
"chase",1.84643934467102
"chattel",2.25061004512046
"chawla",0
"cheating",0
"check",3.59951738143174
"checking",1
"checkoff",0
"checks",2.85560377703983
"cheektowaga",0
"chemical",2.93120894891032
"chemicals",2.0588138903312
"chen",0
"cheng",0.811278124459133
"chengdu",0
"chengzi",0
"chereto",0
"chestnut",0
"chicago",1.66449777920046
"chief",4.43643921745462
"chijs",0
"child",1.92192809488736
"children",0.91829583405449
"chill",0
"chilled",0
"china",3.19508679723362
"chinese",2.6031579868726
"chip",0.503258334775646
"chips",2
"chiu",0
"chiyoda",0
"chleboski",0
"chlorine",0
"cho",0
"choate",0
"chocolate",1.58496250072116
"choice",4.32323142879762
"chome",0
"choose",1.92192809488736
"chooses",1.91829583405449
"choosing",2.5
"chop",0
"chosen",2.32192809488736
"chris",0.91829583405449
"christiaen",0
"christian",0
"christiana",0
"christmas",1.37878349348618
"christopher",2.07416474302258
"chromatography",0
"chronic",0
"chronologically",1
"chuan",0
"cietac",1
"cigarette",0
"cinderblock",0
"cio",0
"cipher",0
"circling",0
"circuit",1.5
"circuits",0
"circular",0
"circumstance",3.83706620988152
"circumstances",4.89701379793749
"circumvent",1
"circumvented",0
"circumvention",0
"citation",0
"cited",0
"citi",0
"citibank",0
"citicorp",0
"citigroup",0
"citizenship",0
"citron",0
"city",4.2243527615521
"civic",0
"civil",3.59134545306479
"claim",5.13075821201425
"claim”",0
"claimant",2.12808527889139
"claimed",3.28631400385224
"claiming",3.39446571475571
"claims",5.0447081451471
"claims”",0
"clara",2.21402235645503
"clarification",2.94770277922009
"clarifications",0
"clarify",0
"clarity",1.37095059445467
"class",4.01145285677631
"classes",2.40563906222957
"classification",2.10785522012717
"classifications",1.25162916738782
"classified",3.42636748847323
"classifies",0
"classroom",1
"claudia",0
"clause",2.53739861552453
"clauses",3.92978150727534
"clawback",0
"clay",0
"clayton",0
"clean",3.01445316931164
"cleaned",0
"cleaners",0
"cleaning",2.64860373021337
"cleanliness",2.23592635062903
"cleanup",2
"clear",4.11096152806199
"clearance",1.5
"clearances",2.58496250072116
"cleared",0
"clearing",1.55348450181871
"clearly",2.8073549220576
