"","X","ACCESSION.AGREEMENT.txt","ACCOUNTS.RECEIVABLE.FINANCING.AGREEMENT.2.txt","ACCOUNTS.RECEIVABLE.FINANCING.AGREEMENT.txt","Affymax.Maxygen.Technology.Transfer.Agreement.txt","Agreement.for.Purchase.and.Sales.of.Coal.txt","Ali.WB.AMENDED.AND.RESTATED.SHAREHOLDERS.txt","ALIBABA.GROUP.HOLDING.LIMITED.txt","Allied.tech.group.TECHNOLOGY.TRANSFER.AND.PURCHASE.AGREEMENT.txt","Amended.and.Restated.Credit.Agreement.txt","American.tissue.mills.LABOR.AGREEMENT.txt","Arizona.Florence.central.LEASE.AGREEMENT.txt","Arizona.Gilbert.OFFICE.LEASE.txt","Arizona.mesa.FACILITY.LEASE.AGREEMENT.txt","Arizona.Mesa.LANDLORD.content.txt","Arizona.Phoenix.OFFICE.LEASE.txt","ASSIGNMENT.AND.ASSUMPTION.txt","ASSIGNMENT.OF.PATENTS..TRADEMARKS.AND.COPYRIGHTS.txt","Assurance.Agreement.txt","Aurora.AGREEMENT.txt","Australia.PV.TECHNOLOGY.TRANSFER.AGREEMENT.txt","BOND.PURCHASE.AGREEMENT.txt","BONUS.REPAYMENT.AGREEMENT.txt","BRANCH.MANAGER.COMPENSATION.PLAN.txt","California.Hayward.AGREEMENT.OF.LEASE.txt","California.Los.Angeles.STANDARD.FORM.OFFICE.LEASE.txt","California.Mountain.View.THIRD.AMENDMENT.TO.LEASE.txt","California.Palo.Alto.LEASE.txt","California.SanFrancisco.OFFICE.LEASE.txt","California.Sunnyvale.INDUSTRIAL.txt","CONSULTING.SERVICES.AGREEMENT.txt","CORPORATE.GOVERNANCE.AND.VOTING.AGREEMENT.txt","CREDIT.AGREEMENT.txt","DIGITAL.VIDEO.DOWNLOAD.SALES.AGREEMENT.txt","DOMAIN.NAME.ASSIGNMENT.AGREEMENT.txt","EVERGREEN.SOLAR..INC.txt","EXECUTIVE.RETIREMENT.PLAN.txt","Expedia.TRANSITION.SERVICES.AGREEMENT.txt","FIRST.AMENDMENT.TO.THE.TECHNOLOGY.TRANSFER.AGREEMENT.txt","GAS.PURCHASE.AND.SALES.CONTRACT.txt","INVESTMENT.AGREEMENT.2000.txt","INVESTMENT.AGREEMENT.txt","Investment_Contract.txt","J.txt","Labor.agreement.for.FLETC.employees..txt","Loan.Agreement.txt","LOAN.AND.SECURITY.AGREEMENT.txt","MASTER.REPURCHASE.AGREEMENT.GOVERNING.txt","MEMBERSHIP.INTEREST.PURCHASE.AGREEMENT.txt","MORTGAGE.LOAN.PURCHASE.AND.SERVICING.AGREEMENT.txt","Motorola.EXCLUSIVE.LICENSE.AGREEMENT.txt","partner.agreement.example.txt","Partners.Plan.txt","PATENT.AND.INTELLECTUAL.PROPERTY.ASSIGNMENT.AGREEMENT.txt","PATENT.ASSIGNMENT.AGREEMENT.txt","Peninsula.Ports.Authority.of.Virginia.bond.purchase.txt","PURCHASE.AND.SALE.AGREEMENT.txt","PURCHASE.AND.SALE.OF.FUTURE.RECEIVABLES.txt","REALNETWORKS.Investment.rights.txt","REVOLVING.CREDIT.AND.GUARANTY.AGREEMENT.txt","sample.of.loan.agreement.txt","SEARCH.AND.ADVERTISING.SERVICES.AND.SALES.AGREEMENT.txt","SEATTLE.GENETICS.shareholder.txt","SECOND.AMENDED.AND.RESTATED.Investment.rights.txt","SELECT.RETIREMENT.PLAN.txt","SERVICING.AGREEMENT.txt","SHARE.PURCHASE.AGREEMENT.txt","Share.Transfer.Agreement.txt","SHAREHOLDERS..BUY.SELL.AGREEMENT.txt","STARCLOUD.MEDIA.CO.shareholder.agreement.txt","Steve.retirement.plan.txt","STOCKHOLDERS.SUPPORT.AGREEMENT.txt","TABLEAU.SOFTWARE.Investment.rights.txt","TERRITORIAL.SOFTWARE.DISTRIBUTION.AGREEMENT.txt","TIER.TECHNOLOGIES.buy.sell.agreement.txt","TRANSITION.SERVICES.AGREEMENT.MOTOROLA.SOLUTIONS.PROVIDED.SERVICES.txt","Weibo.Trademark.License.Agreement.txt","XINHUA.FINANCE.MEDIA.LIMITED.txt"
"712","acknowledge",3,5,1,3,2,9,6,4,3,0,1,22,15,0,20,0,1,0,3,0,2,2,0,5,14,6,7,4,7,2,4,12,5,0,1,1,2,1,0,3,3,0,2,0,0,3,5,11,10,19,0,1,2,8,2,15,5,0,33,1,0,0,2,0,3,4,0,4,3,19,1,0,2,0,2,0,1
"716","acknowledging",0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","acknowledgment",0,0,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"718","acm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","acoustical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","acquiesce",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"723","acquire",0,11,9,2,1,53,14,2,9,1,0,0,3,0,2,0,1,0,0,0,0,0,2,0,1,0,0,12,2,0,8,40,0,0,9,0,2,0,0,0,8,0,0,0,1,9,2,9,11,5,0,0,2,1,1,31,2,3,49,0,0,2,5,0,0,3,3,3,6,1,1,4,1,0,0,0,1
"728","acquiring",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"729","acquisition",0,1,0,0,1,3,11,0,2,3,0,0,7,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,7,49,0,0,3,0,6,0,0,1,17,0,0,0,0,4,1,3,4,0,0,4,0,8,0,5,0,1,47,0,0,1,2,0,0,0,0,0,11,0,3,2,0,2,0,0,3
"733","acquittance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"734","acre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","acres",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","acsm",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","act",0,7,7,4,2,12,21,1,5,5,0,12,17,4,19,0,0,0,7,0,10,2,9,5,14,2,12,4,17,0,5,48,1,0,2,2,3,0,2,7,35,0,1,4,0,14,7,17,16,8,1,0,0,1,25,18,0,31,56,1,0,9,51,2,6,15,1,0,74,14,4,42,2,1,11,1,4
"739","acted",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"740","actel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","acting",0,0,0,0,0,0,47,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,1,3,0,1,0,0,1,0,10,1,0,0,0,0,0,3,0,2,0,0,0,0,1,1,5,12,1,1,0,0,0,1,6,1,0,19,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7
"742","action",0,5,4,1,5,12,18,0,11,1,0,13,27,6,28,4,0,15,10,2,18,0,2,15,9,0,14,10,11,1,16,78,4,1,17,1,1,3,1,6,38,0,0,11,4,21,14,40,35,44,1,16,0,22,20,74,13,6,105,8,0,2,16,6,20,13,0,3,29,2,8,14,5,0,1,3,33
"744","active",0,0,0,0,0,2,1,0,0,1,0,0,1,0,3,0,0,0,8,0,0,14,0,1,1,1,5,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
"746","activities",0,3,3,0,1,2,7,2,2,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,5,1,0,9,5,0,2,0,4,0,0,0,3,0,0,0,0,2,1,11,5,4,15,0,1,3,0,3,0,0,4,3,1,0,1,0,2,0,0,0,2,0,0,0,3,0,0,5,3
"748","activity",0,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,2,3,1,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"750","acts",0,1,1,0,5,2,7,0,0,1,0,8,4,0,13,0,0,1,1,0,0,0,0,5,8,0,7,4,1,2,0,3,1,0,0,1,4,0,3,1,0,0,1,0,0,1,0,4,6,1,0,1,0,2,1,1,0,1,7,0,0,1,0,0,3,1,0,1,0,2,0,1,5,1,2,0,1
"751","actual",0,3,3,0,5,9,20,0,0,7,0,9,13,0,24,0,0,0,3,0,2,0,1,9,21,2,17,6,10,0,0,21,4,0,3,6,5,0,9,0,2,0,0,0,0,10,10,24,7,10,0,1,0,0,0,2,1,2,20,0,0,1,3,0,5,1,1,0,4,1,0,1,2,0,6,0,1
"753","actuarial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","ada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755","adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","adapt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"757","adaptations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","add",0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"759","added",0,0,0,0,1,0,2,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,4,1,5,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"760","addenda",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","addendum",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","adding",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","addition",1,9,7,0,39,16,79,4,8,6,6,144,40,0,85,0,0,0,11,0,27,1,4,52,48,18,57,42,50,2,1,26,3,0,6,1,24,0,3,2,6,1,3,3,0,26,16,12,40,24,2,2,0,2,2,13,5,1,64,3,4,5,3,9,5,1,0,4,5,3,2,6,9,1,11,2,10
"767","additives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","address",7,5,7,3,3,6,23,0,10,0,0,10,15,2,9,0,0,0,2,0,8,5,0,12,9,0,14,11,15,4,12,21,4,2,1,0,0,2,1,3,2,2,0,3,1,9,4,0,3,8,1,0,0,1,8,3,1,8,48,4,1,0,10,0,6,1,1,4,43,2,3,11,5,1,3,2,38
"774","adelberg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","adeno",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","adenoviral",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","adequacy",0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"778","adequate",0,3,2,0,1,2,2,0,2,0,0,2,1,0,3,0,0,0,3,0,0,0,0,2,1,1,4,0,3,2,0,8,0,0,0,1,2,0,2,0,3,0,0,0,0,4,1,5,1,6,0,0,0,0,0,8,0,0,6,0,0,1,0,0,1,0,3,2,0,1,0,1,0,0,1,3,0
"780","adhere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0
"783","adhering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"784","adhesives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","adjacent",0,0,0,0,0,0,0,0,0,0,0,2,8,0,3,0,0,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","adjoining",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","adjourn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"789","adjudged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"790","adjudicate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"792","adjudication",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"794","adjudicatively",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"795","adjudicatory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","adjust",0,8,8,0,56,12,3,0,0,2,0,6,3,0,9,1,0,0,4,0,0,0,7,8,5,4,5,4,2,1,0,82,0,0,19,4,4,0,2,0,4,0,0,0,0,5,4,18,12,0,0,20,0,0,0,9,0,1,36,0,14,12,9,5,3,0,0,0,12,2,0,7,0,0,0,0,3
"804","administer",0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,8,0,3,2,0,0,0,4,0,1,8,0,0,2,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0
"808","administration",0,0,0,0,6,0,6,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,1,3,4,0,1,0,3,0,0,0,0,2,0,2,10,0,1,2,0,0,0,0,0,0,3,0,0,8,0,2,4,0,1,0,2,0,0,0,4,1,0,2,1
"809","administrative",0,0,5,1,5,1,30,5,3,1,1,0,3,1,6,0,10,0,6,0,4,0,0,1,5,1,6,1,2,0,0,224,0,0,0,0,1,0,2,0,3,0,0,1,0,1,0,4,1,2,0,2,0,1,0,2,2,0,435,0,0,1,0,4,79,4,1,0,4,3,0,0,1,0,1,0,5
"811","administrator",0,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,9,1,0,0,1,2,1,0,0,4,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,3,0,0,3,0,4,0,0,0,1,1,1,0,1,0,1,0,0,0
"813","admissibility",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","admissible",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"815","admission",0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"817","admit",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","admits",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","admittance",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","admitted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","admitting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","adopt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"823","adopted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,3,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,7,0,2,0,5,1,0,0,1,0,0,2,0,0,2,1,1,0,4,1,1,0,0,0,2,2,0,0,1,0,0,0,0,2
"824","adopting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","adoption",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"826","adoptive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","adrian",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","ads",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"829","adss",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","advance",0,30,25,0,1,1,3,1,8,4,1,7,8,1,8,0,0,0,3,0,0,0,0,3,4,0,6,6,5,0,2,11,0,0,1,0,0,0,0,0,2,0,0,1,2,11,1,10,62,1,4,0,0,0,1,5,3,0,17,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,4,0,2
